EmotionType,Emotion,Character,Title,Kaomoji
positive,cute,cloud,Complex Clouds,ू꒰ꇐωꇐ ू꒱
positive,cute,cloud,Complex Clouds,ପ꒰⑅°͈꒳°͈꒱੭ु⁾⁾
positive,cute,cloud,Complex Clouds,꒰*⑅˃̶͈ ৺˂̶͈⑅꒱੭ु⁾⁾·°
positive,cute,cloud,Complex Clouds,˞͛꒰๑ऀ •̆ꈊ͒ू•̆๑ऀ꒱⁇
positive,cute,cloud,Complex Clouds,꒰๑͒ ु•ꇵ͒•`๑͒꒱
positive,cute,cloud,Complex Clouds,ᵎᵎᵎ꒰ฅ ͒•ૅꇵ͒•⌯͒꒱ฅ
positive,cute,cloud,Complex Clouds,꒰♡˃̶̤́ ॢ꒳ ॢ˂̶̤̀ ꒱·◌*.♡
positive,cute,cloud,Complex Clouds,꒰⁎ᵉ̷͈ ॣ꒵ ॢᵉ̷͈⁎꒱໊
positive,cute,cloud,Complex Clouds,⋆⑅˚₊*୧⃛꒰ɞ̴̶̷◟◞ʚ̴̶̷̷꒱୨⃛*₊˚
positive,cute,cloud,Complex Clouds,✬̴⃛꒰⁍̴ꈊ ॢ⁍̴⌯꒱
positive,cute,cloud,Complex Clouds,꒰•́ॢ৺•̀ॢ๑͒꒱
positive,cute,cloud,Complex Clouds,꒰◍•̤ु௰•̤ु꒱* ∗◌+*♡
positive,cute,cloud,Complex Clouds,ପ꒰*⑅ ॢ˘͈ꀧ˘͈ ॢ⑅꒱✩.*˚
positive,cute,cloud,Complex Clouds,˪৹⌵ೕ꒰๑•‧̮ૣ•ૣ๑꒱
positive,cute,cloud,Complex Clouds,↷꒰ू´•௰ू• `꒱↷
positive,cute,cloud,Complex Clouds,꒰๑⃙⃘ϱ॔꒳˘͈( ˘͈꒳˘͈๑⃙⃘꒱♡
positive,cute,cloud,Complex Clouds,❤︎⁄⁄꒰* ॢꈍ◡ꈍ ॢ꒱.*˚‧
positive,cute,cloud,Complex Clouds,·˚*୨୧꒰∗ɞ̴̶̷ु ·̮ ूɞ̴̶̷∗꒱୨୧*˚·
positive,cute,cloud,Complex Clouds,ू꒰΄ ิ̤۝ ิ ̤꒱ु
positive,cute,cloud,Complex Clouds,꒰ ்ͦੰ ⍘⃘  ்ͦੰ꒱
positive,cute,cloud,Complex Clouds,꒰ ॢ꒱˶´ꇵ͒`˶꒰ ॢ꒱
positive,cute,cloud,Complex Clouds,꒰๑ ̇̅ ॄ ̇̅๑꒱
positive,cute,cloud,Complex Clouds,꒰♡ᵒ̴̶̷ꇵ͒ᵒ̴̶̷♡꒱*ೄ˚
positive,cute,cloud,Complex Clouds,꒰ꄬຶູྀ ॄ ꄬຶູི ꒱
positive,cute,cloud,Complex Clouds,꒰ꄬຶູྀ ॄ ꄬຶູི ꒱ ⃛˚
positive,cute,cloud,Complex Clouds,꒰ ︠ु௰•꒱ु♡
positive,cute,cloud,Complex Clouds,*⋆⑅⃟◌˚꒰ˊૢᵕˋૢෆ꒱
positive,cute,cloud,Complex Clouds,⅀⑈꒰′Ꮌ̮‵꒵꒱՞
positive,cute,cloud,Complex Clouds,*͛꒰ू ऀ•̥́◟◞•ૅू॰˳ऀ꒱ ͟͟͞ ̊ ̥ ̥
positive,cute,cloud,Complex Clouds,꒰♡⌯́ॢ³⌯̀ॢ꒱
positive,cute,cloud,Complex Clouds,꒰ˇ❝͋ꊗ❝͋ˇ꒱ค˒˒
positive,cute,cloud,Complex Clouds,꒰ີ∗ˊ↥ˋ∗ ꒱ີˉ̶̡̭̭
positive,cute,cloud,Complex Clouds,◌ต꒰｡•̤༝•̤｡꒱ต◌
positive,cute,cloud,Complex Clouds,꒰(ू•‧̫•ू )꒱
positive,cute,cloud,Complex Clouds,꒰ ु•̫•̫ ु꒱
positive,cute,cloud,Complex Clouds,꒰੭ु ऀᵒ̴̶̷̤́ꋢᵒ̴̶̷̤̀ ऀ꒱੭ु⁾⁾
positive,cute,cloud,Complex Clouds,♡⃛=͟͟͞͞꒰ˇ❝͋ुꈊ❝͋ुˇ꒱⁼³₌₃
positive,cute,cloud,Complex Clouds,꒰⁎❛⃘ ⍘⃘ ❛⃘⁎꒱
positive,cute,cloud,Complex Clouds,꒰⌯͒ඹ ·̫ ඹ⌯͒꒱
positive,cute,cloud,Complex Clouds,*͛꒰ू ऀ•̥́◟◞•ૅू॰˳ऀ꒱ ͟͟͞ ̊ ̥ ̥
positive,cute,cloud,Complex Clouds,✧.*꒰⁎❝͋॔༶̶❝͋॓⁎ॢ꒱*·✧
positive,cute,cloud,Complex Clouds,꒰⁎˃ ॢꇴ ॢ˂⁎꒱➴ෆ⃛
positive,cute,cloud,Complex Clouds,Σ꒰๑•ॢд •ॢ๑꒱
positive,cute,cloud,Complex Clouds,꒰ ੭ु・ω ・꒱ ੭ु⁾⁾
positive,cute,cloud,Complex Clouds,꒰⁎ ✪̼ ◡ ✪̼` ⁎꒱﹡Տҽҽ վօմ⁎☪*✩
positive,cute,cloud,Complex Clouds,꒰·͡ुˑ·ཻू꒱*̫ෆ๋*̫꒰•ི̫͡ુ•ྀૂ꒱
positive,cute,cloud,Complex Clouds,꒰·͡ुˑ·ཻू꒱*̫ෆ๋*̫꒰•ི̫͡ુ•ྀૂ꒱*̫ෆ๋*̫꒰•̻̀ु•́ू໊꒱*̫ෆ๋*̫꒰•̹͡ु-ོू꒱*̫ෆ๋*̫꒰•̹͡ິु•ິू꒱
negative,dead,human,Cross Eye X Dead,(✖╭╮✖)
negative,dead,human,Cross Eye X Dead,(´×ω×`)
negative,dead,human,Cross Eye X Dead,ヽ༼xل͜x༽ﾉ
negative,dead,human,Cross Eye X Dead,(×_×;）
negative,dead,human,Cross Eye X Dead,(✖´╹‸╹`✖)
negative,dead,human,Cross Eye X Dead,(X_X) ☜ (◉▂◉ )
negative,dead,human,Cross Eye X Dead,(×_×#
negative,dead,human,Cross Eye X Dead,꒰ლ✘ㅿ✘ლ꒱
negative,dead,human,Cross Eye X Dead,१|✘`皿′✘|५
negative,dead,human,Cross Eye X Dead,(=ｘェｘ=)
negative,dead,human,Cross Eye X Dead,(´×д×`三꒪д꒪ ;)
negative,dead,human,Cross Eye X Dead,╭✖⊆✖╮
negative,dead,human,Cross Eye X Dead,（x_x；）
negative,dead,human,Cross Eye X Dead,(⁎×ㅂ×⁎)༘
negative,dead,human,Cross Eye X Dead,(((＼（✘෴✘）／)))
negative,dead,human,Cross Eye X Dead,✖‿✖
negative,dead,human,Cross Eye X Dead,¿ⓧ_ⓧﮌ
negative,dead,human,Cross Eye X Dead,⊆✕ڡ✕⊇
negative,dead,human,Cross Eye X Dead,꒰✘Д✘◍꒱
negative,dead,human,Cross Eye X Dead,( ✖ ਊ ✖)
negative,dead,human,Cross Eye X Dead,( ×m×）
negative,dead,human,Cross Eye X Dead,ヾ(×× ) ﾂ
negative,dead,human,Cross Eye X Dead,⁽͑˙˟́˙̭˟̀˙⁾̉
negative,dead,human,Cross Eye X Dead,Ｕ×Å×Ｕ
negative,dead,human,Cross Eye X Dead,٩(×̯×)۶
negative,dead,human,Cross Eye X Dead,c༽✖﹏✖༼ᓄ
negative,dead,human,Cross Eye X Dead,･ﾟﾟ･(×_×)･ﾟﾟ･｡
negative,dead,human,Cross Eye X Dead,╭( ✖_✖ )╮
negative,dead,human,Cross Eye X Dead,"ヽ༼, ͡X ͜ʖ ͡X,༽ﾉ"
negative,dead,human,Cross Eye X Dead,┌╏✖_✖╏┘
negative,dead,human,Cross Eye X Dead,(✖﹏✖)
negative,dead,human,Cross Eye X Dead,୧| ✖ ﹏ ✖ |୨
negative,dead,human,Cross Eye X Dead,( ✖ ︿ ✖ )
negative,dead,human,Cross Eye X Dead,໒( ” x ͟ʖ x ” )७
negative,dead,human,Cross Eye X Dead,║ : x ل͜ x : ║
negative,dead,human,Cross Eye X Dead,୧༼ ” ✖ ‸ ✖ ” ༽୨
negative,dead,human,Cross Eye X Dead,(ꀻꎁꀻ )
negative,dead,human,Cross Eye X Dead,╰▐ ✖ 〜 ✖ ▐╯
negative,dead,human,Cross Eye X Dead,( x ~ x )
negative,dead,human,Cross Eye X Dead,（*ｘ＿ｘ）
negative,dead,human,Cross Eye X Dead,（×ω×）
negative,dead,human,Cross Eye X Dead,(×□×；)
negative,dead,human,Cross Eye X Dead,∑(✘Д✘๑)
negative,dead,human,Cross Eye X Dead,Σ(×_×;)!
negative,dead,human,Cross Eye X Dead,¯\_| ✖ 〜 ✖ |_/¯
negative,dead,human,Cross Eye X Dead,* ूི×̺͡×ू ྀ⁎*☠⁎ꂚ*ᵎᵎᵎ
negative,dead,human,Cross Eye X Dead,꒰⁎×﹏×⁎꒱ ༘ؓ ँั๊ྃ
negative,dead,human,Cross Eye X Dead,┌▒ ⊗ ▃ ⊗ ▒┐
negative,dead,human,Cross Eye X Dead Weapon Bomb,（（（（（（BOMB）））））） ⌒⌒⌒⌒⌒／(x~x)＼
negative,dead,human,Plus Eye + Dead,(#+_+)
negative,dead,human,Plus Eye + Dead,(+_+)
negative,dead,human,Plus Eye + Dead,(｡´✚ฺω✚ฺ｀｡)
negative,dead,human,Plus Eye + Dead,(´+ω+｀)
negative,dead,human,Plus Eye + Dead,༼ +ل͟+ ༽
negative,dead,human,Plus Eye + Dead,(+o+)
negative,dead,human,Plus Eye + Dead,Σ(＋Θ＋);
negative,dead,human,Plus Eye + Dead,ゞ(++) シ
neutral,dead,ghost,Dead Ghost Haunt,〓■●＿ ～ □○0
neutral,dead,ghost,Dead Ghost Haunt,〓■●～～=□○0
neutral,dead,ghost,Dead Ghost Haunt,m(~ー~m)～
neutral,dead,ghost,Dead Ghost Haunt,～(m~ー~)m
neutral,dead,ghost,Dead Ghost Haunt,m(~ｰ~m)~
neutral,dead,ghost,Dead Ghost Haunt,0(:3　)～ =͟͟͞͞(’､3)_ヽ)＿
neutral,dead,ghost,Dead Ghost Haunt,ꐑ(*ꐌ◡ꐌꐐ*)࿐࿔࿓
neutral,dead,ghost,Dead Ghost Haunt,m(@益@m)～
neutral,dead,ghost,Dead Ghost Haunt,†┏┛墓┗┓† ~((～~~(m￣(ｴ)￣)m
neutral,dead,ghost,Dead Ghost Haunt,・・・・・～～～～～～～(m￣ー￣)m
neutral,dead,ghost,Dead Ghost Haunt,ー=≡Σ[▓▓]ε¦)　　ー=≡Σ( ε¦) 0
neutral,dead,ghost,Dead Ghost Haunt,m(ﾟДﾟm)～【†】～(m´ρ`)m
negative,dead,human,Funeral Dead,"⎧ᴿᴵᴾ⎫◟◟◟◟◟◟◟◟ ❀◟(ó ̯ ò, )"
negative,dead,human,Funeral Dead,~~(m´□｀)/ﾟ･:*†┏┛呪┗┓†*:･ﾟ＼(´□｀m)~~
negative,dead,human,Miscellaneous Dead,(ñ_ñ)
negative,dead,human,Miscellaneous Dead,(u_u)
negative,dead,human,Miscellaneous Dead,(ヘ。ヘ)
negative,dead,human,Miscellaneous Dead,ｍ（＿　＿；；ｍ
negative,dead,human,Miscellaneous Dead,彡(-_-;)彡
negative,dead,human,Miscellaneous Dead,(-Ω-メ)
negative,dead,human,Miscellaneous Dead,(＊0＊;)
negative,dead,human,Miscellaneous Dead,(*_*)
negative,dead,human,Miscellaneous Dead,(o_-)
negative,dead,human,Miscellaneous Dead,(º_º)
negative,dead,human,Miscellaneous Dead,（Ω_Ω）
negative,dead,human,Miscellaneous Dead,≖‿≖
negative,dead,human,Miscellaneous Dead,(≖͞_≖̥)
negative,dead,human,Miscellaneous Dead,Σ(๑+⌓ o｡)シ
negative,dead,human,Miscellaneous Dead,へ（>_<へ)
negative,dead,human,Miscellaneous Dead,(｡≍ฺ‿ฺ≍ฺ)
positive,evil,human,Evil Hands,“ψ(｀∇´)ψ
positive,evil,human,Evil Hands,(ц｀ω´ц*)
positive,evil,human,Evil Hands,ψ(*｀ー´)ψ
positive,evil,human,Evil Hands,ψ(｀∇´)ψ
positive,evil,human,Evil Hands,Ψ(｀▽´)Ψ
positive,evil,human,Evil Hands,Ψ(｀◇´)Ψ
positive,evil,human,Evil Hands,(屮｀∀´)屮
positive,evil,human,Evil Hands,Щ(･｀ω´･Щ)
positive,evil,human,Evil Hands,Ψ(￣∀￣)Ψ
positive,evil,human,Evil Hands,Ψ(☆ｗ☆)Ψ
positive,evil,human,Evil Hands,Ψ( ●｀▽´● )Ψ
positive,evil,human,Evil Hands,ψ（｀Д´）ψ
positive,evil,human,Evil Hands,ლ(｀∀´ლ)
positive,evil,human,Evil Hands,＜(●｀∀´●)＞”
positive,evil,human,Evil Hands,o(○｀ω´○)9
positive,evil,human,Evil Hands,ρ(｀.´)ρ
positive,evil,human,Evil Teamwork,(○｀ε´○)／＼(○｀ε´○)
positive,evil,human,Evil Teamwork,(*-`ω´- )人(*-`ω´- )
negative,evil,demon,Devil or Demon Evil,(◞≼◉ื≽◟ ;益;◞≼◉ื≽◟)Ψ
positive,evil,demon,Devil or Demon Evil,^(#｀∀´)_Ψ
positive,evil,demon,Devil or Demon Evil,^（｀ω´ ）^ψ
positive,evil,demon,Devil or Demon Evil,←～（o ｀▽´ )oΨ
positive,evil,demon,Devil or Demon Evil,←~∋(｡Ψ▼ｰ▼)∈
positive,evil,demon,Devil or Demon Evil,∋━━o(｀∀´oメ）～→
positive,evil,demon,Devil or Demon Evil,ƪ(`▿▿▿▿´ƪ)
positive,evil,demon,Devil or Demon Evil,ಠﭛಠ
positive,evil,demon,Devil or Demon Evil,⁞⁝•ֱ̀␣̍•́⁝⁞
positive,evil,demon,Devil or Demon Evil,↜(͛ ꒪͒৫͏̈́꒪͒)͛⌰
positive,evil,demon,Devil or Demon Evil,↑_(ΦwΦ;)Ψ
positive,evil,demon,Devil or Demon Evil,Ψ(｀∀´#)ﾉ
negative,evil,demon,Devil or Demon Evil,ψ`ー´)ﾉψ`ー´)ﾉψ`ー´)ﾉψ`ー´)ﾉψ`ー´)ﾉψ`ー´)
positive,evil,human,General Evil Evilness,(。-`ω´-)
negative,evil,human,General Evil Evilness,(=｀(∞)´=)
positive,evil,human,General Evil Evilness,(・｀ω´・)
positive,evil,human,General Evil Evilness,(｡･｀ω´･｡)
negative,evil,human,General Evil Evilness,（｀ー´）
negative,evil,human,General Evil Evilness,(｀ε´)
negative,evil,human,General Evil Evilness,(｀Д´*)
negative,evil,human,General Evil Evilness,（=｀〜´=）
negative,evil,human,General Evil Evilness,(=｀ω´=)
negative,evil,human,General Evil Evilness,(=｀ェ´=)
negative,evil,human,General Evil Evilness,(☼Д☼)
negative,evil,human,General Evil Evilness,(σ-`д･´)
negative,evil,human,General Evil Evilness,(ﾒ｀ﾛ´)/
negative,evil,human,General Evil Evilness,| ｀Д´|
positive,evil,human,General Evil Evilness,꒰(@｀꒳´)꒱
positive,evil,human,General Evil Evilness,o(｀ω´*)o
positive,evil,human,General Evil Evilness,p(｀ε´q）
positive,evil,human,General Evil Evilness,ﾍ(｀▽´*)
positive,evil,human,General Evil Evilness,"(-｀ω´-,,)"
negative,evil,human,General Evil Evilness,(｀▽´)
negative,evil,human,General Evil Evilness,(｀∀´)Ψ
negative,evil,human,General Evil Evilness,ψ`ー´)ﾉ
positive,evil,human,General Evil Evilness,(･｀ω´･+)
negative,evil,human,General Evil Evilness,()`艸´()
positive,evil,human,General Evil Evilness,(*｀▽´)_旦~~
negative,evil,human,General Evil Evilness,（　｀ハ´）
positive,evil,human,General Evil Evilness,` ͜ʖ´
positive,evil,human,General Evil Evilness,(ʃƪ¬‿¬)
negative,evil,human,General Evil Evilness,٢ ` ౪´ ì
positive,satisfied,human,Food,( ˘▽˘)っ♨
positive,satisfied,human,Food,◥█̆̈◤࿉∥
positive,satisfied,human,Food,♨(⋆‿⋆)♨
positive,satisfied,human,Food,ꊞ̩⁌•͡˻•⁍ᵒᵈᵃⁿᵍᵒ ⁿᵉ
positive,satisfied,human,Food,ℓ ❤ ϚϦοςӧԼձϮϵ❣⃛
positive,satisfied,human,Food,（￣ｗ￣）Ψ
positive,satisfied,human,Food,くコ：彡｡≠(￣～￣ )
positive,satisfied,human,Food,(●´з―━━━ε｀●)
positive,satisfied,human,Food,(▼д▼)o-{{[〃]}}
positive,satisfied,human,Food,( ・・)つ―{}@{}@{}-
positive,satisfied,human,Food,( ・・)つ-●●●
positive,satisfied,human,Food,―●○◎-
positive,satisfied,human,Food,( ・・)つ―●○◎-
positive,satisfied,human,Food,(　´∀｀)つ―●○◎-
positive,satisfied,human,Food,♪o<( ´∀｀)っ┌iii┐
positive,satisfied,human,Food,(*･∀･)_Ω~
positive,satisfied,human,Food,(*ﾟДﾟ)つ-Oﾛ|>-
positive,satisfied,human,Food,ヽ|。´ェ｀|ﾉ ―■●▲
positive,satisfied,human,Food,(　・ω・)⊃-[二二]
positive,satisfied,human,Food,-●●●-ｃ(ω｀ｃ )
positive,satisfied,human,Food,―⊂ZZZ⊃
positive,satisfied,human,Food,─━━━━
positive,satisfied,human,Food,ʕ ಡ ﹏ ಡ ʔ⊃―{}@{}@{}-
positive,satisfied,human,Food,(　・ω・)⊃-[二> >二]-⊂(´∀｀ )
positive,satisfied,human,Food,>ﾟ)##)彡ｃ(｡･ェ･｡)っ━<コ：彡━
positive,satisfied,human,Drink,( -_-)旦~
positive,satisfied,human,Drink,(*^◇^)_旦
positive,satisfied,human,Drink,(＃´ー´)旦
positive,satisfied,human,Drink,(＾-＾)＿日
positive,satisfied,human,Drink,~(=^‥^)_旦~
positive,satisfied,human,Drink,~~旦_(･o･;)
positive,satisfied,human,Drink,(　 ゜Д゜)⊃旦
positive,satisfied,human,Drink,( ´･ω･`)_且~
positive,satisfied,human,Drink,( ^-^)_旦””
positive,satisfied,human,Drink,(； ｀ｪ´ ；)b三b
positive,satisfied,human,Drink,(。・・)_且
positive,satisfied,human,Drink,(*｀▽´)_旦~~
positive,satisfied,human,Drink,~旦_(^O^ )
positive,satisfied,human,Drink,ｏ口(・∀・ )
positive,satisfied,human,Drink,且_(・_・ )
positive,satisfied,human,Drink,且_(ﾟ◇ﾟ；)ノﾞ
positive,satisfied,human,Drink,ⅽ[ː̠̈ː̠̈ː̠̈] ͌
positive,satisfied,human,Drink,~(* ￣)-3旦ε-(￣ *)
positive,satisfied,human,Drink,((｡･”･)o自☆自o(･”･｡))
positive,satisfied,human,Drink,ｰ( ￣▽)_皿~~
positive,satisfied,human,Drink,( ^-)_旦~~ (ﾟoﾟ;)
positive,satisfied,human,Drink,(　ﾟДﾟ)⊃旦
positive,satisfied,human,Drink,((((´∀｀)＿旦～
positive,satisfied,human,Drink,(*´ｪ｀*)っ旦~
positive,satisfied,human,Drink,~~旦　ゝ(´-ω-｀ )
positive,satisfied,human,Drink,~~旦_(-ω-｀｡)
positive,satisfied,human,Drink,~~旦⊂(･∀･ )
positive,satisfied,human,Drink,(○^ω^)_旦~~♪
positive,satisfied,human,Drink,!!”(*>∀<)o(酒)”
positive,satisfied,human,Drink,~~■P o(´・∀・｀ )
positive,satisfied,human,Drink,~~匸Pヽ(･ω･｀)
positive,satisfied,human,Drink,(*´・ω)o旦~┏┓
positive,satisfied,human,Drink,(*´-ω)o旦~┏┓
positive,satisfied,human,Drink,(　’ω’)旦~~┏━┓
positive,satisfied,human,Drink,( ͝° ͜ʖ͡°)つY
positive,satisfied,human,Drink,!(　・∀)つ且~~⊂(´∀｀ )
positive,satisfied,human,Drink,(●´▽｀●)_旦”☆”旦_(○´ー｀○)
positive,satisfied,human,Drink,ﾟ+｡:.(*･ω･)o旦　旦o(･ω･*).:｡+ﾟ
positive,satisfied,human,Drink,!(#ﾟДﾟ)ゞ‥･･━━━━━━旦~☆))｀ωﾟ)･;’.
positive,satisfied,human,Drink,(´・ω)ノ[|_|　|_|]ヽ(ω・｀)
positive,happy,human,Friends Action High Five,( 。・_・。)人(。・_・。 )
positive,happy,human,Friends Action High Five,( ⌒o⌒)人(⌒-⌒ )v
positive,happy,human,Friends Action High Five,(･_･”)/＼(･_･”)
positive,happy,human,Friends Action High Five,(*´∀｀*人*´∀｀*)
positive,happy,human,Friends Action High Five,（*＾ω＾）人（＾ω＾*）
positive,happy,human,Friends Action High Five,(°◇°人°◇°)
positive,happy,human,Friends Action High Five,(=´∀`)人(´∀‘=)
positive,happy,human,Friends Action High Five,(○｀ε´○)／＼(○｀ε´○)
positive,happy,human,Friends Action High Five,ヘ( ^o^)ノ＼(^_^ )
positive,happy,human,Friends Action High Five,( ｡･_･｡)人(｡･_･｡ )
positive,happy,human,Friends Action High Five,（　＾＾）人（＾＾　）
positive,happy,human,Friends Action High Five,(・_・”)／＼(・_・”)
positive,happy,human,Friends Action High Five,(((＠°▽°＠)八(＠°▽°＠)))
positive,happy,human,Friends Action High Five,(((*°▽°*)八(*°▽°*)))♪
positive,happy,human,Friends Action High Five,(*･∀･)／＼(･∀･*)
positive,happy,human,Friends Action High Five,（＾▽＾）／＼（＾▽＾）
positive,happy,human,Friends Action High Five,(*^o^)人(^o^*)
positive,happy,human,Friends Action High Five,(◎｀・ω・´)人(´・ω・｀*)
positive,happy,human,Friends Action High Five,／(v x v｡)人(｡v x v)＼
positive,happy,human,Friends Action High Five,＼（★´−｀）人（´▽｀★）／
positive,happy,human,Friends Action High Five,☆-(ノﾟДﾟ)八(ﾟДﾟ )ノ
positive,happy,human,Friends Action High Five,♡(*´∀｀*)人(*´∀｀*)♡
positive,happy,human,Friends Action High Five,♪ヽ( ⌒o⌒)人(⌒-⌒ )v ♪
positive,happy,human,Friends Action High Five,ヽ（　＾＾）人（＾＾　）ノ
positive,happy,human,Friends Action High Five,ヽ(^ω^)人(^▽、^)ﾉ
positive,happy,human,Friends Action High Five,ヽ(*^ｰ^)人(^ｰ^*)ノ
positive,happy,human,Friends Action High Five,ヽ(∀゜ )人( ゜∀)ノ
positive,happy,human,Friends Action High Five,♪(((#^-^)八(^_^*)))♪
positive,happy,human,Friends Action High Five,(๑ ⁍̥̥̥᷅ ᴈ⁍̥̥̥᷅)人(⁌̥̥̥᷄ε ⁌̥̥̥᷄ ๑)ｰ
positive,happy,human,Friends Action High Five,(｡• ̀д•́) 人 (•̀ω•́ )ﾊﾞ
positive,happy,human,Friends Action High Five,ヾ(*⌒∇⌒)八(⌒∇⌒*)ツ
positive,happy,human,Friends Action High Five,♪～(◔◡◔ิ)人(╹◡╹๑)～♪
positive,happy,human,Friends Action High Five,ヾ(●･ｖ･人･ｖ･○)ﾉ
positive,happy,human,Friends Action High Five,(▼▽▼)人(▼▽▼)
positive,happy,human,Friends Action High Five,ヾ(●ﾟvﾟ)人(ﾟvﾟ○)ﾉ
positive,happy,human,Friends Action High Five,(v´∀｀)ﾊ(´∀｀v)
positive,happy,human,Friends Action High Five,(*●ω●)人(●ω●*)
positive,happy,human,Friends Action High Five,(●゜□゜)人(゜□゜○)
positive,happy,human,Friends Action High Five,(=゜ω゜)人(゜ω゜=)
positive,happy,human,Friends Action High Five,ヽ(○｀･ェ･)人(･ェ･´●)ノ
positive,happy,human,Friends Action High Five,|*゜ロ゜|人|゜ロ゜*|
positive,happy,human,Friends Action High Five,♪(o=゜▽゜)人(゜▽゜=o)♪
positive,happy,human,Friends Action High Five,(v〃∇〃)ハ(〃∇〃v)
positive,happy,human,Friends Action High Five,ヾ(★´Д)人(Д｀☆)ノ゛
positive,happy,human,Friends Action High Five,(♯ゝωσ♯)人(＋＞∀＜＋)ノ
positive,happy,human,Friends Action High Five,(＊´ω｀人´∀｀＊)
positive,happy,human,Friends Action High Five,(*・▽・)／＼(･▽･*）
positive,happy,human,Friends Action High Five,┌|*゜ロ゜|人|゜ロ゜*|┐
positive,happy,human,Friends Action High Five,ヽ（●´∀｀）人（´∀｀●）ノ
positive,happy,human,Friends Action High Five,＼(#´▽｀)人(´▽｀#)ノ
positive,happy,human,Friends Action High Five,＼(*｀∀´)人(｀∀´*)／
positive,happy,human,Friends Action High Five,(*´∀｀)人(´∀｀*)
positive,happy,human,Friends Action High Five,(ノ＾ω＾)ハ(＾ω＾ )ノ
positive,happy,human,Friends Action High Five,(●ゝω)ノヽ(∀＜●)
positive,happy,human,Friends Action High Five,!!(vﾟｰﾟ)ﾊ(ﾟ▽ﾟv)
positive,happy,human,Friends Action High Five,｡*:★(´・ω・人・ω・`)｡:゜★｡
positive,happy,human,Friends Action High Five,ヽ(　☸ ω ☸)人( ☸ ▽、 ☸ )ﾉ
positive,happy,human,Friends Action High Five,♪♪♪ Ｕ・ｪ・Ｕ人(^･x･^=) ♪♪♪
positive,happy,human,Friends Action High Five,（○・▽・○）人（●・▽・●）ノ
positive,happy,human,Friends Action Holding Hands,└(^o^ )Ｘ( ^o^)┘
positive,happy,human,Friends Action Holding Hands,＼（＾∀＾）メ（＾∀＾）ノ
positive,happy,human,Friends Action Holding Hands,ヾ(￣ー￣)X(^∇^)ゞ
positive,happy,human,Friends Action Holding Hands,‹(⁽˙́ʷ˙̀⁾ )∨( ⁽˙́ʷ˙̀⁾)›
positive,happy,human,Friends Action Holding Hands,(ી(΄◞ิ౪◟ิ‵)ʃ) (ી(΄◞ิ౪◟ิ‵)ʃ)
positive,happy,human,Friends Action Holding Hands,(*◑∇◑)☞☜(◐∇◐*)
positive,happy,human,Friends Action Holding Hands,ヽ(ﾟ▽ﾟ*)乂(*ﾟ▽ﾟ)ﾉ
positive,happy,human,Friends Action Holding Hands,☆(*^o^)乂(^-^*)☆
positive,happy,human,Friends Action Holding Hands,☆^v(*^∇’)乂(‘∇^*)v^☆
positive,happy,human,Friends Action Holding Hands,(ﾉ*´･、>･)乂(・ι_・｀*)ﾉ
positive,happy,human,Friends Action Holding Hands,━(p´･∀･)乂(･∀･｀q)━
positive,happy,human,Friends Action Holding Hands,(ﾉ￣∇￣)乂(￣ｰ￣ )ﾉ
positive,happy,human,Friends Action Holding Hands,♪(・∀・*)乂(*・∀・)ノ
positive,happy,human,Friends Close Together,(*´･ω･)(･ω･`*)
positive,happy,human,Friends Close Together,(Ɔ˘⌣˘)(˘⌣˘)˘⌣˘ C)
positive,happy,human,Friends Close Together,＼(　^o)( ^ 0 ^ )(o^　)／
positive,happy,human,Friends Close Together,(/^-^(^ ^*)/
positive,happy,human,Friends Close Together,━(○´ｴ｀)(´ｴ｀●)━
positive,happy,human,Friends Close Together,(;•͈́༚•͈̀)(•͈́༚•͈̀;)՞༘՞༘՞
positive,happy,human,Friends Close Together,o(ﾟ益ﾟo)(oﾟ益ﾟ)o
positive,happy,human,Friends Close Together,(٭′ᵕુ‵)ુ(ૂ′ᵕ‵ॢං)
positive,happy,human,Friends Close Together,(*´ﾟд)(дﾟ｀*)
positive,happy,human,Friends Close Together,⁽ ̇⌞.₎₍.⌟̇⁾
positive,happy,human,Friends Close Together,(•′௰′)(‵௰‵•)
positive,happy,human,Friends Close Together,(´･ω･`)(´-ω-`)
positive,happy,human,Friends Close Together,(๑꒪▿꒪)*｡_｡)
positive,happy,human,Friends Close Together,٩( ´◡` )( ´◡` )۶
positive,happy,human,Friends Close Together,(๑´・‿・)(・‿・｀●)
positive,happy,human,Friends Close Together,(⁎⁽⁰‸⁽⁰)(⁰⁾ˬ⁰⁾⁎)
positive,happy,human,Friends Close Together,◟₍⁎꜇̈₎‸₍꜁̈⁎₎◞
positive,happy,human,Friends Close Together,(⋆ु⁰ ̥̮⁽⁰)(⁰⁾ ̥̮⁰⋆ू)
positive,happy,human,Friends Close Together,(❈ಥДಥ)(ಥДಥ❋)
positive,happy,human,Friends Close Together,―(´￢O￢)(￢O￢｀)―
positive,happy,human,Friends Close Together,(ؔؓؒؑؐ⁍◡ؔؓؒؑؐ⁍)(ؔؓؒؑؐ⁌◡ؔؓؒؑؐ⁌)
positive,happy,human,Friends Close Together,(*´ω´(*｀ω｀)
positive,happy,human,Friends Close Together,⑅❛⌔❛(❛ั▿ ❛ั ⋈
